,instant,dteday,season,yr,mnth,day,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,season_encoding,temp_interval,temp_interval_num,hum_interval,hum_interval_num,temp_interval_ord,hum_very_low,hum_low,hum_medium,hum_high,hum_very_high,wind_interval,wind_num_encoding
678,679,2019-10-11,autumn,1,11,10,0,6,0,1,16.0,19.7,64.5,3.8756686,2090,4446,6536,2,medium,"(15.56, 22.14]",high,"(58.32, 77.76]",3,0,0,0,1,0,very_low,4
679,680,2019-11-11,autumn,1,11,11,0,0,0,1,17.3,21.1,65.9,8.5425,2290,4562,6852,2,medium,"(15.56, 22.14]",high,"(58.32, 77.76]",3,0,0,0,1,0,low,3
680,681,2019-12-11,autumn,1,11,12,1,1,0,1,19.9,23.8,74.2,11.625639,1097,5172,6269,2,medium,"(15.56, 22.14]",high,"(58.32, 77.76]",3,0,0,0,1,0,low,3
681,682,2019-11-13,autumn,1,11,13,0,2,1,2,14.1,16.2,66.3,22.917082,327,3767,4094,2,low,"(8.98, 15.56]",high,"(58.32, 77.76]",2,0,0,0,1,0,high,1
682,683,2019-11-14,autumn,1,11,14,0,3,1,1,11.9,14.1,55.2,13.374875,373,5122,5495,2,low,"(8.98, 15.56]",medium,"(38.88, 58.32]",2,0,0,1,0,0,low,3
683,684,2019-11-15,autumn,1,11,15,0,4,1,2,13.2,16.2,62.0,10.250129,320,5125,5445,2,low,"(8.98, 15.56]",high,"(58.32, 77.76]",2,0,0,0,1,0,low,3
684,685,2019-11-16,autumn,1,11,16,0,5,1,1,14.1,17.4,52.5,11.458675,484,5214,5698,2,low,"(8.98, 15.56]",medium,"(38.88, 58.32]",2,0,0,1,0,0,low,3
685,686,2019-11-17,autumn,1,11,17,0,6,0,1,13.3,16.3,54.5,12.041843,1313,4316,5629,2,low,"(8.98, 15.56]",medium,"(38.88, 58.32]",2,0,0,1,0,0,low,3
686,687,2019-11-18,autumn,1,11,18,0,0,0,1,14.0,16.9,69.3,15.250004,922,3747,4669,2,low,"(8.98, 15.56]",high,"(58.32, 77.76]",2,0,0,0,1,0,medium,2
687,688,2019-11-19,autumn,1,11,19,0,1,1,2,15.6,18.8,62.3,15.749489,449,5050,5499,2,medium,"(15.56, 22.14]",high,"(58.32, 77.76]",3,0,0,0,1,0,medium,2
688,689,2019-11-20,autumn,1,11,20,0,2,1,2,15.3,19.0,68.5,5.542575,534,5100,5634,2,low,"(8.98, 15.56]",high,"(58.32, 77.76]",2,0,0,0,1,0,very_low,4
689,690,2019-11-21,autumn,1,11,21,0,3,1,1,14.5,18.2,61.4,6.917482,615,4531,5146,2,low,"(8.98, 15.56]",high,"(58.32, 77.76]",2,0,0,0,1,0,very_low,4
690,691,2019-11-22,autumn,1,11,22,1,4,0,1,13.9,17.5,58.0,3.5423436,955,1470,2425,2,low,"(8.98, 15.56]",medium,"(38.88, 58.32]",2,0,0,1,0,0,very_low,4
691,692,2019-11-23,autumn,1,11,23,0,5,1,1,15.1,18.9,56.9,9.917407,1603,2307,3910,2,low,"(8.98, 15.56]",medium,"(38.88, 58.32]",2,0,0,1,0,0,low,3
692,693,2019-11-24,autumn,1,11,24,0,6,0,1,11.4,12.4,40.5,25.250357,532,1745,2277,2,low,"(8.98, 15.56]",medium,"(38.88, 58.32]",2,0,0,1,0,0,high,1
693,694,2019-11-25,autumn,1,11,25,0,0,0,1,10.1,12.9,46.8,10.0835,309,2115,2424,2,low,"(8.98, 15.56]",medium,"(38.88, 58.32]",2,0,0,1,0,0,low,3
694,695,2019-11-26,autumn,1,11,26,0,1,1,1,12.8,17.0,53.5,3.12555,337,4750,5087,2,low,"(8.98, 15.56]",medium,"(38.88, 58.32]",2,0,0,1,0,0,very_low,4
695,696,2019-11-27,autumn,1,11,27,0,2,1,2,12.0,14.1,78.7,15.916654,123,3836,3959,2,low,"(8.98, 15.56]",very_high,"(77.76, 97.2]",2,0,0,0,0,1,medium,2
696,697,2019-11-28,autumn,1,11,28,0,3,1,1,12.2,14.5,50.6,14.125007,198,5062,5260,2,low,"(8.98, 15.56]",medium,"(38.88, 58.32]",2,0,0,1,0,0,low,3
697,698,2019-11-29,autumn,1,11,29,0,4,1,1,11.5,14.9,55.6,7.739974,243,5080,5323,2,low,"(8.98, 15.56]",medium,"(38.88, 58.32]",2,0,0,1,0,0,very_low,4
698,699,2019-11-30,autumn,1,11,30,0,5,1,1,12.2,16.2,65.0,3.9175436,362,5306,5668,2,low,"(8.98, 15.56]",high,"(58.32, 77.76]",2,0,0,0,1,0,very_low,4
699,700,2019-01-12,winter,1,12,01,0,6,0,2,12.2,15.8,80.7,4.0001814,951,4240,5191,1,low,"(8.98, 15.56]",very_high,"(77.76, 97.2]",2,0,0,0,0,1,very_low,4
700,701,2019-02-12,winter,1,12,02,0,0,0,2,14.2,18.0,82.3,8.333393,892,3757,4649,1,low,"(8.98, 15.56]",very_high,"(77.76, 97.2]",2,0,0,0,0,1,low,3
701,702,2019-03-12,winter,1,12,03,0,1,1,1,18.6,22.8,76.8,5.5422936,555,5679,6234,1,medium,"(15.56, 22.14]",high,"(58.32, 77.76]",3,0,0,0,1,0,very_low,4
702,703,2019-04-12,spring,1,12,04,0,2,1,1,19.5,23.5,73.4,11.666643,551,6055,6606,3,medium,"(15.56, 22.14]",high,"(58.32, 77.76]",3,0,0,0,1,0,low,3
703,704,2019-05-12,spring,1,12,05,0,3,1,1,18.0,21.4,48.5,21.709407,331,5398,5729,3,medium,"(15.56, 22.14]",medium,"(38.88, 58.32]",3,0,0,1,0,0,high,1
704,705,2019-06-12,spring,1,12,06,0,4,1,1,10.5,12.9,50.9,11.708518,340,5035,5375,3,low,"(8.98, 15.56]",medium,"(38.88, 58.32]",2,0,0,1,0,0,low,3
705,706,2019-07-12,summer,1,12,07,0,5,1,2,13.2,16.1,76.4,8.7502,349,4659,5008,4,low,"(8.98, 15.56]",high,"(58.32, 77.76]",2,0,0,0,1,0,low,3
706,707,2019-08-12,summer,1,12,08,0,6,0,2,15.6,19.5,91.1,6.792393,1153,4429,5582,4,medium,"(15.56, 22.14]",very_high,"(77.76, 97.2]",3,0,0,0,0,1,very_low,4
707,708,2019-09-12,summer,1,12,09,0,0,0,2,15.8,19.5,90.5,10.584325,441,2787,3228,4,medium,"(15.56, 22.14]",very_high,"(77.76, 97.2]",3,0,0,0,0,1,low,3
708,709,2019-10-12,autumn,1,12,10,0,1,1,2,17.9,21.8,92.5,12.750636,329,4841,5170,2,medium,"(15.56, 22.14]",very_high,"(77.76, 97.2]",3,0,0,0,0,1,low,3
709,710,2019-11-12,autumn,1,12,11,0,2,1,2,14.5,16.9,59.7,19.834479,282,5219,5501,2,low,"(8.98, 15.56]",high,"(58.32, 77.76]",2,0,0,0,1,0,medium,2
710,711,2019-12-12,autumn,1,12,12,0,3,1,2,12.2,14.9,53.8,10.916779,310,5009,5319,2,low,"(8.98, 15.56]",medium,"(38.88, 58.32]",2,0,0,1,0,0,low,3
711,712,2019-12-13,autumn,1,12,13,0,4,1,1,12.1,14.7,48.6,11.666643,425,5107,5532,2,low,"(8.98, 15.56]",medium,"(38.88, 58.32]",2,0,0,1,0,0,low,3
712,713,2019-12-14,autumn,1,12,14,0,5,1,1,11.5,14.7,64.3,8.792343,429,5182,5611,2,low,"(8.98, 15.56]",high,"(58.32, 77.76]",2,0,0,0,1,0,low,3
713,714,2019-12-15,autumn,1,12,15,0,6,0,1,13.3,16.9,65.0,7.12545,767,4280,5047,2,low,"(8.98, 15.56]",high,"(58.32, 77.76]",2,0,0,0,1,0,very_low,4
714,715,2019-12-16,autumn,1,12,16,0,0,0,2,14.9,18.5,83.9,6.749714,538,3248,3786,2,low,"(8.98, 15.56]",very_high,"(77.76, 97.2]",2,0,0,0,0,1,very_low,4
715,716,2019-12-17,autumn,1,12,17,0,1,1,2,16.1,20.1,90.7,6.5833061,212,4373,4585,2,medium,"(15.56, 22.14]",very_high,"(77.76, 97.2]",3,0,0,0,0,1,very_low,4
716,717,2019-12-18,autumn,1,12,18,0,2,1,1,16.8,20.5,66.6,14.834068,433,5124,5557,2,medium,"(15.56, 22.14]",high,"(58.32, 77.76]",3,0,0,0,1,0,medium,2
717,718,2019-12-19,autumn,1,12,19,0,3,1,1,13.6,17.1,62.5,12.334164,333,4934,5267,2,low,"(8.98, 15.56]",high,"(58.32, 77.76]",2,0,0,0,1,0,low,3
718,719,2019-12-20,autumn,1,12,20,0,4,1,2,13.5,16.8,66.8,8.875021,314,3814,4128,2,low,"(8.98, 15.56]",high,"(58.32, 77.76]",2,0,0,0,1,0,low,3
719,720,2019-12-21,autumn,1,12,21,0,5,1,2,13.4,15.1,55.7,25.083661,221,3402,3623,2,low,"(8.98, 15.56]",medium,"(38.88, 58.32]",2,0,0,1,0,0,high,1
720,721,2019-12-22,autumn,1,12,22,0,6,0,1,10.9,11.8,44.1,27.292182,205,1544,1749,2,low,"(8.98, 15.56]",medium,"(38.88, 58.32]",2,0,0,1,0,0,high,1
721,722,2019-12-23,autumn,1,12,23,0,0,0,1,10.1,13.0,51.5,8.916561,408,1379,1787,2,low,"(8.98, 15.56]",medium,"(38.88, 58.32]",2,0,0,1,0,0,low,3
722,723,2019-12-24,autumn,1,12,24,0,1,1,2,9.5,12.9,79.1,5.1744368,174,746,920,2,low,"(8.98, 15.56]",very_high,"(77.76, 97.2]",2,0,0,0,0,1,very_low,4
723,724,2019-12-25,autumn,1,12,25,1,2,0,2,11.9,14.7,73.5,11.304642,440,573,1013,2,low,"(8.98, 15.56]",high,"(58.32, 77.76]",2,0,0,0,1,0,low,3
724,725,2019-12-26,autumn,1,12,26,0,3,1,3,10.0,11.0,82.3,21.208582,9,432,441,2,low,"(8.98, 15.56]",very_high,"(77.76, 97.2]",2,0,0,0,0,1,high,1
725,726,2019-12-27,autumn,1,12,27,0,4,1,2,10.4,11.3,65.3,23.458911,247,1867,2114,2,low,"(8.98, 15.56]",high,"(58.32, 77.76]",2,0,0,0,1,0,high,1
726,727,2019-12-28,autumn,1,12,28,0,5,1,2,10.4,12.8,59.0,10.416557,644,2451,3095,2,low,"(8.98, 15.56]",high,"(58.32, 77.76]",2,0,0,0,1,0,low,3
727,728,2019-12-29,autumn,1,12,29,0,6,0,2,10.4,12.1,75.3,8.333661,159,1182,1341,2,low,"(8.98, 15.56]",high,"(58.32, 77.76]",2,0,0,0,1,0,low,3
728,729,2019-12-30,autumn,1,12,30,0,0,0,1,10.5,11.6,48.3,23.500518,364,1432,1796,2,low,"(8.98, 15.56]",medium,"(38.88, 58.32]",2,0,0,1,0,0,high,1
729,730,2019-12-31,autumn,1,12,31,0,1,1,2,8.8,11.2,57.8,10.374682,439,2290,2729,2,very_low,"(2.367, 8.98]",medium,"(38.88, 58.32]",1,0,0,1,0,0,low,3
